Time,Postmile (Abs),Postmile (CA),VDS,Speed,# Lane Points,% Observed,
22:00,15.95,16.02,763400,66.60 ,96,100.00,
22:00,17.06,17.13,763408,67.05 ,96,75.00,
22:00,17.61,17.68,763419,66.55 ,96,100.00,
22:00,17.90,17.97,718164,66.40 ,96,87.50,
22:00,18.57,18.64,763424,54.40 ,96,0.00,
22:00,19.09,19.16,763429,64.95 ,96,50.00,
22:00,19.40,19.47,763434,47.30 ,96,0.00,
22:00,19.93,20,763439,41.85 ,96,100.00,
22:00,20.53,20.6,764032,35.60 ,120,0.00,
22:00,20.93,21,775637,63.85 ,72,100.00,
22:00,21.29,21.36,718165,57.40 ,72,81.94,
22:00,21.63,21.7,774672,39.80 ,72,100.00,
22:00,22.03,22.1,774685,39.90 ,120,100.00,
22:00,22.24,22.31,774658,46.05 ,96,0.00,
22:00,23.13,23.2,772501,36.70 ,120,100.00,
22:00,24.39,24.46,718046,52.40 ,72,66.67,
22:00,24.63,24.7,772513,54.25 ,96,0.00,
22:00,25.01,25.08,771667,62.30 ,96,0.00,
22:00,25.33,25.4,771673,62.45 ,96,100.00,
22:00,25.93,26,773013,63.35 ,72,0.00,
22:00,27.03,27.1,767751,66.20 ,72,100.00,
22:00,29.43,29.5,767760,69.10 ,72,100.00,
22:00,30.43,30.5,767768,66.10 ,72,100.00,
23:00,1.58,R1.58,763498,68.00 ,72,50.00,
23:00,2.58,2.65,775773,66.00 ,96,0.00,
23:00,2.77,2.84,763502,67.65 ,96,0.00,
23:00,3.31,3.38,763507,68.70 ,96,100.00,
23:00,4.10,4.17,763512,68.00 ,96,100.00,
23:00,5.31,5.38,763517,68.25 ,96,100.00,
23:00,5.53,5.6,763522,62.10 ,96,25.00,
23:00,6.77,6.84,763527,68.60 ,96,100.00,
23:00,7.91,7.98,763532,67.15 ,96,100.00,
23:00,8.59,8.66,766336,65.30 ,72,100.00,
23:00,9.14,9.21,763354,59.30 ,144,0.00,
23:00,9.61,9.68,763663,72.35 ,120,0.00,
23:00,10.64,10.71,716484,63.85 ,120,0.00,
23:00,11.15,11.22,763626,67.15 ,96,75.00,
23:00,11.76,11.83,775825,66.75 ,96,100.00,
23:00,11.90,11.97,763361,70.95 ,96,100.00,
23:00,12.17,12.24,716490,65.20 ,96,0.00,
23:00,12.79,12.86,763367,62.45 ,96,75.00,
23:00,13.06,13.13,716495,61.45 ,120,0.00,
23:00,13.33,13.4,774704,62.30 ,120,0.00,
23:00,13.74,13.81,763304,67.80 ,96,75.00,
23:00,14.22,14.29,763372,59.40 ,96,0.00,
23:00,14.43,14.5,763720,69.75 ,96,0.00,
23:00,15.03,15.1,763384,66.25 ,96,0.00,
23:00,15.29,15.36,716499,68.60 ,120,100.00,
23:00,15.81,15.88,763392,66.55 ,96,100.00,
23:00,15.95,16.02,763400,66.65 ,96,100.00,
23:00,17.06,17.13,763408,68.95 ,96,75.00,
23:00,17.61,17.68,763419,66.70 ,96,100.00,
23:00,17.90,17.97,718164,66.50 ,96,87.50,
23:00,18.57,18.64,763424,54.45 ,96,0.00,
23:00,19.09,19.16,763429,65.90 ,96,50.00,
23:00,19.40,19.47,763434,61.55 ,96,0.00,
23:00,19.93,20,763439,66.00 ,96,100.00,
23:00,20.53,20.6,764032,60.35 ,120,0.00,
23:00,20.93,21,775637,65.00 ,72,100.00,
23:00,21.29,21.36,718165,64.85 ,72,83.33,
23:00,21.63,21.7,774672,63.55 ,72,100.00,
23:00,22.03,22.1,774685,64.30 ,120,100.00,
23:00,22.24,22.31,774658,58.00 ,96,0.00,
23:00,23.13,23.2,772501,45.65 ,120,100.00,
23:00,24.39,24.46,718046,59.90 ,72,66.67,
23:00,24.63,24.7,772513,59.35 ,96,0.00,
23:00,25.01,25.08,771667,63.65 ,96,0.00,
23:00,25.33,25.4,771673,66.25 ,96,100.00,
23:00,25.93,26,773013,64.00 ,72,0.00,
23:00,27.03,27.1,767751,65.85 ,72,100.00,
23:00,29.43,29.5,767760,69.65 ,72,100.00,
23:00,30.43,30.5,767768,66.55 ,72,100.00,
